"pat","EREG_mRNAsi"
"TCGA.C8.A1HM.01A",0.636137639928856
"TCGA.C8.A1HN.01A",0.651452395201769
"TCGA.C8.A1HO.01A",0.726935270938188
"TCGA.C8.A26V.01A",0.540614160145809
"TCGA.C8.A26W.01A",0.673143643394416
"TCGA.C8.A26X.01A",0.566345933164873
"TCGA.C8.A26Y.01A",0.74645628629784
"TCGA.C8.A26Z.01A",0.485968851015408
"TCGA.C8.A273.01A",0.602979366374228
"TCGA.C8.A274.01A",0.727669921553838
"TCGA.C8.A275.01A",0.824507723388936
"TCGA.C8.A278.01A",0.892297802073648
"TCGA.C8.A27A.01A",0.795183366252586
"TCGA.C8.A27B.01A",0.905658066602759
"TCGA.C8.A3M7.01A",0.712680900406081
"TCGA.C8.A3M8.01A",0.740319614718926
"TCGA.C8.A8HP.01A",0.506667904388237
"TCGA.C8.A8HQ.01A",0.636187008511304
"TCGA.C8.A8HR.01A",0.697523952189345
"TCGA.D8.A1J8.01A",0.584769280133098
"TCGA.D8.A1J9.01A",0.800778263112282
"TCGA.D8.A1JA.01A",0.56450105909181
"TCGA.D8.A1JB.01A",0.551250686356778
"TCGA.D8.A1JC.01A",0.513268089141168
"TCGA.D8.A1JD.01A",0.779904437644192
"TCGA.D8.A1JE.01A",0.634365113858658
"TCGA.D8.A1JF.01A",0.709451218251637
"TCGA.D8.A1JG.01B",0.684621856253061
"TCGA.D8.A1JH.01A",0.663002864992808
"TCGA.D8.A1JI.01A",0.537418790019262
"TCGA.D8.A1JJ.01A",0.623260867490627
"TCGA.D8.A1JK.01A",0.814415176989238
"TCGA.D8.A1JL.01A",0.625695411515309
"TCGA.D8.A1JM.01A",0.783305535757193
"TCGA.D8.A1JN.01A",0.50376641085358
"TCGA.D8.A1JP.01A",0.667247281160901
"TCGA.D8.A1JS.01A",0.652585844134552
"TCGA.D8.A1JT.01A",0.732939267762521
"TCGA.D8.A1JU.01A",0.805408522582375
"TCGA.D8.A1X5.01A",0.656236163652658
"TCGA.D8.A1X6.01A",0.627674083548059
"TCGA.D8.A1X7.01A",0.700865945484172
"TCGA.D8.A1X8.01A",0.632701109792758
"TCGA.D8.A1X9.01A",0.63462924900836
